Reporting Period,Managing Agency,PID,Agency Project Name,Current Phase,Completion Date,Completion Date Type,Variance (day),Reason for Forecast Completion Change,Data Date
202405,DCAS,4467,ACS - 110 William Street Relocation,Construction,07/30/2025,Forecast,0,,07/11/2024
202409,DCAS,4467,ACS - 110 William Street Relocation,Construction,07/30/2025,Forecast,0,,11/01/2024
202501,DCAS,4467,ACS - 110 William Street Relocation,Construction,07/30/2025,Forecast,0,,03/04/2025
202505,DCAS,4467,ACS - 110 William Street Relocation,Construction,07/30/2025,Forecast,0,,06/18/2025
202509,DCAS,4467,ACS - 110 William Street Relocation,Construction,11/04/2025,Forecast,97,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,11/17/2025
202601,DCAS,4467,ACS - 110 William Street Relocation,Construction,,Forecast,,,04/15/2026
202605,DCAS,4467,ACS - 110 William Street Relocation,Construction,,Forecast,,,05/28/2026
202309,DCAS,4468,DOHMH - Office Relocaton - 16 Court St to 532 Fulton St Brooklyn,Pre-Design,09/01/2025,Forecast,,,01/04/2024
202401,DCAS,4468,DOHMH - Office Relocaton - 16 Court St to 532 Fulton St Brooklyn,Design,05/30/2025,Forecast,-94,,05/02/2024
202405,DCAS,4468,DOHMH - Office Relocaton - 16 Court St to 532 Fulton St Brooklyn,Design,05/30/2025,Forecast,0,,07/11/2024
202409,DCAS,4468,DOHMH - Office Relocaton - 16 Court St to 532 Fulton St Brooklyn,Design,05/30/2025,Forecast,0,,11/01/2024
202501,DCAS,4468,DOHMH - Office Relocaton - 16 Court St to 532 Fulton St Brooklyn,Design,05/30/2025,Forecast,0,,03/04/2025
202505,DCAS,4468,DOHMH - Office Relocaton - 16 Court St to 532 Fulton St Brooklyn,Construction Procurement,12/30/2025,Forecast,214,,06/18/2025
202509,DCAS,4468,DOHMH - Office Relocaton - 16 Court St to 532 Fulton St Brooklyn,Construction Procurement,06/01/2026,Forecast,153,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,11/17/2025
202601,DCAS,4468,DOHMH - Office Relocaton - 16 Court St to 532 Fulton St Brooklyn,Construction Procurement,08/01/2026,Forecast,61,,04/15/2026
202605,DCAS,4468,DOHMH - Office Relocaton - 16 Court St to 532 Fulton St Brooklyn,Construction Procurement,08/30/2026,Forecast,29,,05/28/2026
202309,DCAS,4469,"City Council - 250 Broadway, 7th & 8th fls",Pre-Design,,Forecast,,,01/04/2024
202401,DCAS,4469,"City Council - 250 Broadway, 7th & 8th fls",Pre-Design,,Forecast,,,05/02/2024
202309,DCAS,4470,DOT - 101 Varick St,Design,09/01/2025,Forecast,,,01/04/2024
202401,DCAS,4470,DOT - 101 Varick St,Design,09/01/2025,Forecast,0,,05/02/2024
202405,DCAS,4470,DOT - 101 Varick St,Design,09/01/2025,Forecast,0,,07/11/2024
202409,DCAS,4470,DOT - 101 Varick St,Construction Procurement,09/01/2025,Forecast,0,,11/01/2024
202501,DCAS,4470,DOT - 101 Varick St,Construction Procurement,09/01/2025,Forecast,0,,03/04/2025
202505,DCAS,4470,DOT - 101 Varick St,Construction Procurement,02/26/2026,Forecast,178,,06/18/2025
202509,DCAS,4470,DOT - 101 Varick St,Construction,02/26/2026,Forecast,0,,11/17/2025
202601,DCAS,4470,DOT - 101 Varick St,Construction,06/01/2026,Forecast,95,,04/15/2026
202605,DCAS,4470,DOT - 101 Varick St,Construction,07/30/2026,Forecast,59,,05/28/2026
202309,DCAS,4471,OCA - 1 Willoughby Sq,Design,08/01/2025,Forecast,,,01/04/2024
202401,DCAS,4471,OCA - 1 Willoughby Sq,Design,08/01/2025,Forecast,0,,05/02/2024
202405,DCAS,4471,OCA - 1 Willoughby Sq,Design,08/01/2025,Forecast,0,,07/11/2024
202409,DCAS,4471,OCA - 1 Willoughby Sq,Construction Procurement,08/01/2025,Forecast,0,,11/01/2024
202501,DCAS,4471,OCA - 1 Willoughby Sq,Construction Procurement,08/01/2025,Forecast,0,,03/04/2025
202505,DCAS,4471,OCA - 1 Willoughby Sq,Construction Procurement,11/30/2025,Forecast,121,,06/18/2025
202509,DCAS,4471,OCA - 1 Willoughby Sq,Construction,01/31/2026,Forecast,62,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,11/17/2025
202601,DCAS,4471,OCA - 1 Willoughby Sq,Construction,04/01/2026,Forecast,60,,04/15/2026
202605,DCAS,4471,OCA - 1 Willoughby Sq,Close-out,06/30/2026,Forecast,90,,05/28/2026
202309,DCAS,4472,DFTA - 460 Atlantic Ave,Design,06/01/2025,Forecast,,,01/04/2024
202401,DCAS,4472,DFTA - 460 Atlantic Ave,Construction,08/24/2024,Forecast,-281,,05/02/2024
202405,DCAS,4472,DFTA - 460 Atlantic Ave,Construction,08/24/2024,Forecast,0,,07/11/2024
202409,DCAS,4472,DFTA - 460 Atlantic Ave,Construction,12/01/2024,Forecast,99,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/01/2024
202501,DCAS,4472,DFTA - 460 Atlantic Ave,Construction,12/01/2024,Forecast,0,,03/04/2025
202505,DCAS,4472,DFTA - 460 Atlantic Ave,Construction,12/01/2024,Forecast,0,,06/18/2025
202509,DCAS,4472,DFTA - 460 Atlantic Ave,Close-out,03/24/2025,Actual,113,,11/17/2025
202401,DCAS,4666,LAW DEPT - RAISE THE AGE -SI,Close-out,02/28/2024,Actual,,,05/02/2024
202401,DCAS,4667,Relocation to 1 Centre Street,Pre-Design,12/30/2027,Forecast,,,05/02/2024
202405,DCAS,4667,Relocation to 1 Centre Street,Pre-Design,12/30/2027,Forecast,0,,07/11/2024
202409,DCAS,4667,Relocation to 1 Centre Street,Pre-Design,12/30/2027,Forecast,0,,11/01/2024
202501,DCAS,4667,Relocation to 1 Centre Street,Design,12/30/2029,Forecast,731,PROJECT DELAYED DUE TO UNFORESEEN HAZARDOUS CONDITION,03/04/2025
202505,DCAS,4667,Relocation to 1 Centre Street,Design,12/30/2029,Forecast,0,,06/18/2025
202509,DCAS,4667,Relocation to 1 Centre Street,Design,12/30/2029,Forecast,0,,11/17/2025
202601,DCAS,4667,Relocation to 1 Centre Street,Design,12/30/2029,Forecast,0,,04/15/2026
202605,DCAS,4667,Relocation to 1 Centre Street,Design,05/30/2030,Forecast,151,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,05/28/2026
202401,DCAS,4668,100th PRECINCT COMPREHENSIVE ELECTRIFICATION,Construction Procurement,12/31/2028,Forecast,,,05/02/2024
202405,DCAS,4668,100th PRECINCT COMPREHENSIVE ELECTRIFICATION,Construction Procurement,12/31/2028,Forecast,0,,07/11/2024
202409,DCAS,4668,100th PRECINCT COMPREHENSIVE ELECTRIFICATION,Construction Procurement,12/31/2028,Forecast,0,,11/01/2024
202501,DCAS,4668,100th PRECINCT COMPREHENSIVE ELECTRIFICATION,Construction Procurement,12/31/2028,Forecast,0,,03/04/2025
202505,DCAS,4668,100th PRECINCT COMPREHENSIVE ELECTRIFICATION,Construction Procurement,12/31/2028,Forecast,0,,06/18/2025
202509,DCAS,4668,100th PRECINCT COMPREHENSIVE ELECTRIFICATION,Construction Procurement,09/01/2027,Actual,-487,,11/17/2025
202401,DCAS,4669,NYPD - Comprehensive Lighting Upgrades at 20 NYPD Facilities,Close-out,12/30/2023,Actual,,,05/02/2024
202401,DCAS,4670,DSNY - W57th Street Garage Comprehensive Energy Upgrade,Pre-Design,06/01/2027,Forecast,,,05/02/2024
202405,DCAS,4670,DSNY - W57th Street Garage Comprehensive Energy Upgrade,Pre-Design,06/01/2027,Forecast,0,,07/11/2024
202409,DCAS,4670,DSNY - W57th Street Garage Comprehensive Energy Upgrade,Construction Procurement,09/01/2026,Forecast,-273,,11/01/2024
202501,DCAS,4670,DSNY - W57th Street Garage Comprehensive Energy Upgrade,Construction Procurement,09/01/2026,Forecast,0,,03/04/2025
202505,DCAS,4670,DSNY - W57th Street Garage Comprehensive Energy Upgrade,Construction,09/01/2026,Forecast,0,,06/18/2025
202509,DCAS,4670,DSNY - W57th Street Garage Comprehensive Energy Upgrade,Construction,09/01/2026,Actual,0,,11/17/2025
202401,DCAS,4671,DCLA - Brooklyn Museum Deep Energy Retrofit,Pre-Design,05/20/2026,Forecast,,,05/02/2024
202405,DCAS,4671,DCLA - Brooklyn Museum Deep Energy Retrofit,Pre-Design,05/20/2026,Forecast,0,,07/11/2024
202409,DCAS,4671,DCLA - Brooklyn Museum Deep Energy Retrofit,Construction Procurement,11/01/2026,Forecast,165,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/01/2024
202501,DCAS,4671,DCLA - Brooklyn Museum Deep Energy Retrofit,Design,08/14/2026,Actual,-79,,03/04/2025
202401,DCAS,4672,NYPD - 79th Precinct,Construction,07/08/2024,Forecast,,,05/02/2024
202405,DCAS,4672,NYPD - 79th Precinct,Construction,07/08/2024,Forecast,0,,07/11/2024
202409,DCAS,4672,NYPD - 79th Precinct,Construction Procurement,03/21/2026,Forecast,621,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/01/2024
202501,DCAS,4672,NYPD - 79th Precinct,Construction Procurement,03/21/2026,Forecast,0,,03/04/2025
202505,DCAS,4672,NYPD - 79th Precinct,Construction,07/31/2025,Forecast,-233,,06/18/2025
202509,DCAS,4672,NYPD - 79th Precinct,Close-out,10/02/2025,Actual,63,,11/17/2025
202401,DCAS,4673,NYPD - 69th Precinct,Construction,07/29/2024,Forecast,,,05/02/2024
202405,DCAS,4673,NYPD - 69th Precinct,Construction,07/29/2024,Forecast,0,,07/11/2024
202409,DCAS,4673,NYPD - 69th Precinct,Construction,06/30/2026,Forecast,701,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/01/2024
202501,DCAS,4673,NYPD - 69th Precinct,Construction,06/30/2026,Forecast,0,,03/04/2025
202505,DCAS,4673,NYPD - 69th Precinct,Construction,02/24/2025,Forecast,-491,,06/18/2025
202509,DCAS,4673,NYPD - 69th Precinct,Close-out,08/21/2025,Actual,178,,11/17/2025
202401,DCAS,4674,DPR - Central Park Campus: CPC 79th St Maintenance Yard,Close-out,11/09/2023,Actual,,,05/02/2024
202401,DCAS,4675,DSNY - Manhattan Borough Repair Shop,Construction,06/28/2024,Forecast,,,05/02/2024
202405,DCAS,4675,DSNY - Manhattan Borough Repair Shop,Construction,06/28/2024,Forecast,0,,07/11/2024
202409,DCAS,4675,DSNY - Manhattan Borough Repair Shop,Construction,09/09/2024,Forecast,73,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,11/01/2024
202501,DCAS,4675,DSNY - Manhattan Borough Repair Shop,Construction,04/30/2026,Forecast,598,,03/04/2025
202505,DCAS,4675,DSNY - Manhattan Borough Repair Shop,Construction,06/09/2025,Forecast,-325,,06/18/2025
202509,DCAS,4675,DSNY - Manhattan Borough Repair Shop,Close-out,06/18/2025,Actual,9,,11/17/2025
202401,DCAS,4676,DHS - ROSE McCARTHY FAMILY RESIDENCE CAMPUS (1),Construction,08/30/2024,Forecast,,,05/02/2024
202405,DCAS,4676,DHS - ROSE McCARTHY FAMILY RESIDENCE CAMPUS (1),Construction,08/30/2024,Forecast,0,,07/11/2024
202409,DCAS,4676,DHS - ROSE McCARTHY FAMILY RESIDENCE CAMPUS (1),Construction,01/30/2026,Forecast,518,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,11/01/2024
202501,DCAS,4676,DHS - ROSE McCARTHY FAMILY RESIDENCE CAMPUS (1),Construction,01/30/2026,Forecast,0,,03/04/2025
202505,DCAS,4676,DHS - ROSE McCARTHY FAMILY RESIDENCE CAMPUS (1),Close-out,12/02/2024,Actual,-424,,06/18/2025
202401,DCAS,4677,K005 Building Electrification,Construction,07/01/2027,Forecast,,,05/02/2024
202405,DCAS,4677,K005 Building Electrification,Construction,07/01/2027,Forecast,0,,07/11/2024
202409,DCAS,4677,K005 Building Electrification,Construction,08/08/2027,Forecast,38,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/01/2024
202501,DCAS,4677,K005 Building Electrification,Construction,08/08/2027,Forecast,0,,03/04/2025
202505,DCAS,4677,K005 Building Electrification,Construction,08/08/2027,Forecast,0,,06/18/2025
202509,DCAS,4677,K005 Building Electrification,Construction,06/30/2026,Actual,-404,,11/17/2025
202401,DCAS,4678,NYPA - SOLAR PARKING,Design,06/26/2026,Forecast,,,05/02/2024
202405,DCAS,4678,NYPA - SOLAR PARKING,Design,06/26/2026,Forecast,0,,07/11/2024
202409,DCAS,4678,NYPA - SOLAR PARKING,Design,06/26/2026,Forecast,0,,11/01/2024
202501,DCAS,4678,NYPA - SOLAR PARKING,Design,06/26/2026,Forecast,0,,03/04/2025
202505,DCAS,4678,NYPA - SOLAR PARKING,Design,06/26/2026,Forecast,0,,06/18/2025
202509,DCAS,4678,NYPA - SOLAR PARKING,Design,06/26/2026,Actual,0,,11/17/2025
202401,DCAS,4679,DOE Direct Install Lighting - Phase 2,Construction Procurement,12/31/2024,Forecast,,,05/02/2024
202405,DCAS,4679,DOE Direct Install Lighting - Phase 2,Construction Procurement,12/31/2024,Forecast,0,,07/11/2024
202409,DCAS,4679,DOE Direct Install Lighting - Phase 2,Construction,12/31/2024,Forecast,0,,11/01/2024
202501,DCAS,4679,DOE Direct Install Lighting - Phase 2,Construction,12/31/2024,Forecast,0,,03/04/2025
202505,DCAS,4679,DOE Direct Install Lighting - Phase 2,Close-out,06/30/2025,Actual,181,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,06/18/2025
202401,DCAS,4680,Rooftop solar at 28 sites,Construction Procurement,06/30/2026,Forecast,,,05/02/2024
202405,DCAS,4680,Rooftop solar at 28 sites,Construction Procurement,06/30/2026,Forecast,0,,07/11/2024
202409,DCAS,4680,Rooftop solar at 28 sites,Construction,06/30/2026,Forecast,0,,11/01/2024
202501,DCAS,4680,Rooftop solar at 28 sites,Construction,06/30/2026,Forecast,0,,03/04/2025
202505,DCAS,4680,Rooftop solar at 28 sites,Construction,06/30/2026,Forecast,0,,06/18/2025
202509,DCAS,4680,Rooftop solar at 28 sites,Construction,06/30/2026,Actual,0,,11/17/2025
202401,DCAS,4681,FDNY - DESIGN & INSTALLATION OF 37 KW SOLAR SYSTEM AT EC332,Construction,06/30/2025,Forecast,,,05/02/2024
202405,DCAS,4681,FDNY - DESIGN & INSTALLATION OF 37 KW SOLAR SYSTEM AT EC332,Construction,06/30/2025,Forecast,0,,07/11/2024
202409,DCAS,4681,FDNY - DESIGN & INSTALLATION OF 37 KW SOLAR SYSTEM AT EC332,Construction,06/30/2025,Forecast,0,,11/01/2024
202501,DCAS,4681,FDNY - DESIGN & INSTALLATION OF 37 KW SOLAR SYSTEM AT EC332,Construction,06/30/2025,Forecast,0,,03/04/2025
202505,DCAS,4681,FDNY - DESIGN & INSTALLATION OF 37 KW SOLAR SYSTEM AT EC332,Construction,06/30/2025,Forecast,0,,06/18/2025
202509,DCAS,4681,FDNY - DESIGN & INSTALLATION OF 37 KW SOLAR SYSTEM AT EC332,Construction,06/30/2026,Actual,365,,11/17/2025
202401,DCAS,4682,FDNY - DESIGN & INSTALLATION OF 97 KW SOLAR SYSTEMS AT EMS45,Construction,06/30/2025,Forecast,,,05/02/2024
202405,DCAS,4682,FDNY - DESIGN & INSTALLATION OF 97 KW SOLAR SYSTEMS AT EMS45,Construction,06/30/2025,Forecast,0,,07/11/2024
202409,DCAS,4682,FDNY - DESIGN & INSTALLATION OF 97 KW SOLAR SYSTEMS AT EMS45,Construction,06/30/2025,Forecast,0,,11/01/2024
202501,DCAS,4682,FDNY - DESIGN & INSTALLATION OF 97 KW SOLAR SYSTEMS AT EMS45,Construction,06/30/2025,Forecast,0,,03/04/2025
202505,DCAS,4682,FDNY - DESIGN & INSTALLATION OF 97 KW SOLAR SYSTEMS AT EMS45,Construction,06/30/2025,Forecast,0,,06/18/2025
202509,DCAS,4682,FDNY - DESIGN & INSTALLATION OF 97 KW SOLAR SYSTEMS AT EMS45,Construction,06/30/2026,Actual,365,,11/17/2025
202401,DCAS,4683,FDNY - Solar photo-voltaic system at SOC,Construction,06/30/2025,Forecast,,,05/02/2024
202405,DCAS,4683,FDNY - Solar photo-voltaic system at SOC,Construction,06/30/2025,Forecast,0,,07/11/2024
202409,DCAS,4683,FDNY - Solar photo-voltaic system at SOC,Construction,06/30/2025,Forecast,0,,11/01/2024
202501,DCAS,4683,FDNY - Solar photo-voltaic system at SOC,Construction,06/30/2025,Forecast,0,,03/04/2025
202505,DCAS,4683,FDNY - Solar photo-voltaic system at SOC,Construction,06/30/2025,Forecast,0,,06/18/2025
202509,DCAS,4683,FDNY - Solar photo-voltaic system at SOC,On Hold,,Forecast,,,11/17/2025
202601,DCAS,4683,FDNY - Solar photo-voltaic system at SOC,On Hold,,Forecast,,,04/15/2026
202605,DCAS,4683,FDNY - Solar photo-voltaic system at EC 066,Construction,06/30/2026,Actual,365,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,05/28/2026
202401,DCAS,4684,FDNY- Solar PV at FDNY Academy Building 12,Construction,06/30/2025,Forecast,,,05/02/2024
202405,DCAS,4684,FDNY- Solar PV at FDNY Academy Building 12,Construction,06/30/2025,Forecast,0,,07/11/2024
202409,DCAS,4684,FDNY- Solar PV at FDNY Academy Building 12,Construction,06/30/2025,Forecast,0,,11/01/2024
202501,DCAS,4684,FDNY- Solar PV at FDNY Academy Building 12,Construction,06/30/2025,Forecast,0,,03/04/2025
202505,DCAS,4684,FDNY- Solar PV at FDNY Academy Building 12,Construction,06/30/2025,Forecast,0,,06/18/2025
202509,DCAS,4684,FDNY- Solar PV at FDNY Academy Building 12,Construction,06/30/2026,Actual,365,,11/17/2025
202401,DCAS,4685,OCME Center for Forensic Science-Energy Efficiency Upgrades,Pre-Design,12/30/2026,Forecast,,,05/02/2024
202405,DCAS,4685,OCME Center for Forensic Science-Energy Efficiency Upgrades,Pre-Design,12/30/2026,Forecast,0,,07/11/2024
202409,DCAS,4685,OCME Center for Forensic Science-Energy Efficiency Upgrades,Construction Procurement,12/30/2026,Forecast,0,,11/01/2024
202501,DCAS,4685,OCME Center for Forensic Science-Energy Efficiency Upgrades,Design,12/30/2026,Forecast,0,,03/04/2025
202505,DCAS,4685,OCME Center for Forensic Science-Energy Efficiency Upgrades,Construction,04/30/2027,Forecast,121,,06/18/2025
202509,DCAS,4685,OCME Center for Forensic Science-Energy Efficiency Upgrades,Construction,04/30/2027,Actual,0,,11/17/2025
202401,DCAS,4686,OCME Brooklyn Chief Medical Examiner Office,Pre-Design,03/01/2027,Forecast,,,05/02/2024
202405,DCAS,4686,OCME Brooklyn Chief Medical Examiner Office,Pre-Design,03/01/2027,Forecast,0,,07/11/2024
202409,DCAS,4686,OCME Brooklyn Chief Medical Examiner Office,Pre-Design,03/01/2027,Forecast,0,,11/01/2024
202501,DCAS,4686,OCME Brooklyn Chief Medical Examiner Office,Pre-Design,05/01/2027,Actual,61,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,03/04/2025
202401,DCAS,4687,OCME Queens Chief Medical Examiner-Energy Efficient upgrades,Pre-Design,03/10/2027,Forecast,,,05/02/2024
202405,DCAS,4687,OCME Queens Chief Medical Examiner-Energy Efficient upgrades,Pre-Design,03/10/2027,Forecast,0,,07/11/2024
202409,DCAS,4687,OCME Queens Chief Medical Examiner-Energy Efficient upgrades,Pre-Design,03/10/2027,Forecast,0,,11/01/2024
202501,DCAS,4687,OCME Queens Chief Medical Examiner-Energy Efficient upgrades,Pre-Design,03/10/2027,Forecast,0,,03/04/2025
202505,DCAS,4687,OCME Queens Chief Medical Examiner-Energy Efficient upgrades,Construction,03/10/2027,Forecast,0,,06/18/2025
202509,DCAS,4687,OCME Queens Chief Medical Examiner-Energy Efficient upgrades,Construction,03/10/2027,Actual,0,,11/17/2025
202401,DCAS,4688,DER-SI Campus,Pre-Design,,Forecast,,,05/02/2024
202405,DCAS,4688,DER-SI Campus,Pre-Design,,Forecast,,,07/11/2024
